Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[developmental stage],Characteristics[disease],Characteristics[cell type],Characteristics[FACS marker],Characteristics[organism part],Characteristics[stimulus],Characteristics[inferred cell type],Characteristics[plate identity],Characteristics[run id],Characteristics[single cell well quality],Characteristics[post analysis well quality],Material Type,Protocol REF,Protocol REF_1,Protocol REF_2,Protocol REF_3,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Comment[ORIENTATION],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[single cell isolation],Comment[spike in],Protocol REF_4,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Comment[ENA_RUN],Factor Value[single cell identifier],Factor Value[cell type],Factor Value[FACS marker],Factor Value[organism part],Factor Value[stimulus],Factor Value[inferred cell type],cellID,cellType,cellPart,stimulus,nGene,nUMI,Plate.identity,Well,V1,SANGER.SAMPLE.ID,SAMPLE.DESCRIPTION,original_label,id_run,sample_common_name,study,num_processed,num_mapped,percent_mapped,perc_ERCC,perc_mt,n_genes,log10_reads,tissue,treat,tissue_treat,cell_type,dim1_remTot,dim2_remTot,cc_phase,dbscan_cl,rskc_cl,rskc_subcl,db_rskc_subcl,rf_DCs,ct_simp,n_genes_sub,rn,All.Events..Events,All.Events.CD1a_APC.633.660.20.A.Median,All.Events.CD1c_AF700.633.730.45.A.Median,All.Events.CD14_APCCy7.633.780.60.A.Median,All.Events.ECAD_fitc.488.530.30.A.Median,All.Events.CD11b_PerCP.488.670.30.A.Median,All.Events.BDCA4_PE.561.585.15.A.Median,All.Events.CD86_Dazzle.561.610.20.A.Median,All.Events.CD123_PECy7.561.780.60.A.Median,All.Events.CD11c_BV421.405.450.50.A.Median,All.Events.Aqua.405.525.50.A.Median,All.Events.CD3_BV650.405.660.20.A.Median,All.Events.HLADR_BV785.405.780.60.A.Median,CD1a_class,orig.ident,res.0.2,res.0.4,res.0.6,res.0.8,res.1,res.1.2,res.1.4,res.1.6,res.1.8,res.2,res.2.2,res.2.4,res.2.6,cl_coarse,ct_cluster_merg,cl_redone
23971_#252,ERS3961225,SAMEA6161214,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,activated dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#252,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#252,sequencing assay,ERX3640861,ERR3648777,cell23971_252,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,activated dendritic cell,cell23971_252,activated dendritic cell,skin,none,3364,398146.710847627,CF03YBYC,C11,23971_#252,4375STDY7101762,Single cell C11,cDC (CD11c+ HLA-DR+ cells)_NIL,23971,Homo sapiens,House dust mite,644021,399803,62.07918686,0,5.54e-6,1356,5.601846024,Skin,Untreated,NIL,cDC (CD11c+ HLA-DR+ cells),-7.091411104,8.755628428,G2M,cl1,cl6,cl6_subcl2_1,cl1_subcl2_2,DC1,cDC,1330,cell23971_252,1,300,-645,47408,-64,8596,22,1671,278,415,-180,-36,1817,CD1a_n,cell23971,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1
23971_#247,ERS3961219,SAMEA6161208,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,activated dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#247,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#247,sequencing assay,ERX3640855,ERR3648771,cell23971_247,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,activated dendritic cell,cell23971_247,activated dendritic cell,skin,none,4585,377276.545961733,CF03YBYC,C12,23971_#247,4375STDY7101763,Single cell C12,cDC (CD11c+ HLA-DR+ cells)_NIL,23971,Homo sapiens,House dust mite,612498,378620,61.81571205,0,0.006845239,1783,5.578203524,Skin,Untreated,NIL,cDC (CD11c+ HLA-DR+ cells),-6.378122825,8.464989259,G2M,cl1,cl5,cl5_subcl2_2,cl1_subcl2_2,DC1,cDC,1754,cell23971_247,1,1432,381,37113,99,3483,-9,1157,3157,876,19,-24,3713,CD1a_p,cell23971,2,2,2,2,1,1,1,1,1,1,1,6,6,1,1,1
23971_#275,ERS3961250,SAMEA6161239,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,activated dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#275,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#275,sequencing assay,ERX3640886,ERR3648802,cell23971_275,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,activated dendritic cell,cell23971_275,activated dendritic cell,skin,none,5393,563067.062704354,CF03YBYC,D10,23971_#275,4375STDY7101785,Single cell D10,cDC (CD11c+ HLA-DR+ cells)_NIL,23971,Homo sapiens,House dust mite,730550,563521,77.13654096,0,1.77456e-4,2346,5.750910068,Skin,Untreated,NIL,cDC (CD11c+ HLA-DR+ cells),-6.072254954,9.10462198,G2M,cl1,cl5,cl5_subcl2_2,cl1_subcl2_2,DC6,cDC,2310,cell23971_275,1,409,-348,50910,-110,9948,44,1542,-547,480,-85,-257,1296,CD1a_n,cell23971,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1
23971_#276,ERS3961251,SAMEA6161240,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,activated dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#276,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#276,sequencing assay,ERX3640887,ERR3648803,cell23971_276,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,activated dendritic cell,cell23971_276,activated dendritic cell,skin,none,2946,789692.861195342,CF03YBYC,D11,23971_#276,4375STDY7101786,Single cell D11,cDC (CD11c+ HLA-DR+ cells)_NIL,23971,Homo sapiens,House dust mite,935787,791766,84.60963873,1.263e-4,2.52697e-4,1251,5.898596342,Skin,Untreated,NIL,cDC (CD11c+ HLA-DR+ cells),-9.640739771,8.706664305,G2M,cl1,cl5,cl5_subcl2_2,cl1_subcl2_2,DC1,cDC,1234,cell23971_276,1,2059,-181,41902,-103,7605,73,889,1260,626,174,-26,4671,CD1a_p,cell23971,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3
23971_#271,ERS3961246,SAMEA6161235,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,Axl+Siglec-6+ dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#271,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#271,sequencing assay,ERX3640882,ERR3648798,cell23971_271,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,Axl+Siglec-6+ dendritic cell,cell23971_271,Axl+Siglec-6+ dendritic cell,skin,none,6934,388393.044182598,CF03YBYC,D12,23971_#271,4375STDY7101787,Single cell D12,cDC (CD11c+ HLA-DR+ cells)_NIL,23971,Homo sapiens,House dust mite,568944,389144,68.39759273,0.017217277,0.095592932,3194,5.590035557,Skin,Untreated,NIL,cDC (CD11c+ HLA-DR+ cells),1.57003535,8.818832689,G2M,cl5,cl5,cl5_subcl2_2,cl5_subcl3_3,DC1,cDC,3135,cell23971_271,1,-462,1251,67017,-31,7907,-36,165,2582,1098,2,49,2056,CD1a_n,cell23971,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1
23971_#268,ERS3961242,SAMEA6161231,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,skin,none,activated dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#268,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#268,sequencing assay,ERX3640878,ERR3648794,cell23971_268,plasmacytoid dendritic cell,CD123Hi BDCA2+,skin,none,activated dendritic cell,cell23971_268,activated dendritic cell,skin,none,4472,461404.140741704,CF03YBYC,D4,23971_#268,4375STDY7101779,Single cell D4,pDC (CD123Hi BDCA2+ cells)_NIL,23971,Homo sapiens,House dust mite,667391,461906,69.21070257,0,0.152196517,1837,5.664553553,Skin,Untreated,NIL,pDC (CD123Hi BDCA2+ cells),-6.311876073,7.007667635,G2M,cl1,cl1,cl1_subcl2_2,cl1_subcl2_2,DC6,pDC_CD123Hi,1812,cell23971_268,1,223,-357,1331,815,-191,3427,273,59881,-128,284,-523,3485,CD1a_n,cell23971,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0
23971_#269,ERS3961243,SAMEA6161232,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#269,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#269,sequencing assay,ERX3640879,ERR3648795,cell23971_269,plasmacytoid dendritic cell,CD123Int BDCA2+,skin,none,activated dendritic cell,cell23971_269,activated dendritic cell,skin,none,3604,706904.786698194,CF03YBYC,D5,23971_#269,4375STDY7101780,Single cell D5,pDC (CD123Int BDCA2+ cells)_NIL,23971,Homo sapiens,House dust mite,863936,707352,81.8755093,0,0.00183784,1399,5.849635669,Skin,Untreated,NIL,pDC (CD123Int BDCA2+ cells),-9.917698133,7.0416112,G2M,cl1,cl6,cl6_subcl2_2,cl1_subcl2_1,DC1,pDC_CD123Int,1377,cell23971_269,1,-23,1491,645,26,429,3304,24755,10918,472,-19,-209,28128,CD1a_n,cell23971,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3
23971_#270,ERS3961245,SAMEA6161234,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#270,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#270,sequencing assay,ERX3640881,ERR3648797,cell23971_270,plasmacytoid dendritic cell,CD123Int BDCA2+,skin,none,activated dendritic cell,cell23971_270,activated dendritic cell,skin,none,3376,618900.148428435,CF03YBYC,D6,23971_#270,4375STDY7101781,Single cell D6,pDC (CD123Int BDCA2+ cells)_NIL,23971,Homo sapiens,House dust mite,713280,619627,86.87009309,0,0.265636198,1603,5.792130307,Skin,Untreated,NIL,pDC (CD123Int BDCA2+ cells),-10.27089968,5.516008172,G2M,cl1,cl6,cl6_subcl2_2,cl1_subcl2_1,DC1,pDC_CD123Int,1584,cell23971_270,1,21784,20743,3796,330,517,1635,14734,11869,1152,39,-227,78770,CD1a_p,cell23971,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3
23971_#272,ERS3961247,SAMEA6161236,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#272,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#272,sequencing assay,ERX3640883,ERR3648799,cell23971_272,plasmacytoid dendritic cell,CD123Int BDCA2+,skin,none,activated dendritic cell,cell23971_272,activated dendritic cell,skin,none,3126,819715.093480312,CF03YBYC,D7,23971_#272,4375STDY7101782,Single cell D7,pDC (CD123Int BDCA2+ cells)_NIL,23971,Homo sapiens,House dust mite,962398,820225,85.22721369,0,0.626901146,1390,5.913933008,Skin,Untreated,NIL,pDC (CD123Int BDCA2+ cells),-10.50830545,7.643941913,G2M,cl1,cl6,cl6_subcl2_2,cl1_subcl2_1,DC1,pDC_CD123Int,1371,cell23971_272,1,12990,20131,5529,95,2003,3612,29212,30356,1107,26,-275,93171,CD1a_p,cell23971,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3
23971_#273,ERS3961248,SAMEA6161237,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#273,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#273,sequencing assay,ERX3640884,ERR3648800,cell23971_273,plasmacytoid dendritic cell,CD123Int BDCA2+,skin,none,activated dendritic cell,cell23971_273,activated dendritic cell,skin,none,4325,569033.73398055,CF03YBYC,D8,23971_#273,4375STDY7101783,Single cell D8,pDC (CD123Int BDCA2+ cells)_NIL,23971,Homo sapiens,House dust mite,692522,569405,82.22193663,1.75622e-4,0.138741847,1923,5.755420313,Skin,Untreated,NIL,pDC (CD123Int BDCA2+ cells),-9.911063827,4.885164305,G2M,cl1,cl6,cl6_subcl2_2,cl1_subcl2_1,DC1,pDC_CD123Int,1904,cell23971_273,1,1051,13869,3551,-174,2254,5154,43853,10712,883,-175,-490,61595,CD1a_p,cell23971,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3
23971_#274,ERS3961249,SAMEA6161238,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,activated dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#274,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#274,sequencing assay,ERX3640885,ERR3648801,cell23971_274,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,activated dendritic cell,cell23971_274,activated dendritic cell,skin,none,4224,403253.517286163,CF03YBYC,D9,23971_#274,4375STDY7101784,Single cell D9,cDC (CD11c+ HLA-DR+ cells)_NIL,23971,Homo sapiens,House dust mite,457150,403833,88.33708848,2.47627e-4,0.066305017,2236,5.606200711,Skin,Untreated,NIL,cDC (CD11c+ HLA-DR+ cells),-7.599292079,-2.385735269,G1,cl3,cl6,cl6_subcl2_2,cl3_subcl3_2,DC1,cDC,2203,cell23971_274,1,7,168,-126,168,-4,92,124,51,217,249,51,2936,CD1a_n,cell23971,0,0,0,0,3,3,3,3,2,2,2,2,6,3,3,3
23971_#289,ERS3961265,SAMEA6161254,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,skin,none,plasmacytoid dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#289,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#289,sequencing assay,ERX3640901,ERR3648817,cell23971_289,plasmacytoid dendritic cell,CD123Hi BDCA2+,skin,none,plasmacytoid dendritic cell,cell23971_289,plasmacytoid dendritic cell,skin,none,7930,199469.625161144,CF03YBYC,E1,23971_#289,4375STDY7101800,Single cell E1,pDC (CD123Hi BDCA2+ cells)_NIL,23971,Homo sapiens,House dust mite,287950,199788,69.38287897,0,0.092729639,4223,5.300569376,Skin,Untreated,NIL,pDC (CD123Hi BDCA2+ cells),9.621661895,-5.813228991,G1,cl2,cl1,cl1_subcl2_2,cl2_subcl2_2,DC6,pDC_CD123Hi,4152,cell23971_289,1,111,-286,653,282,192,7452,175,51313,-127,201,-351,2271,CD1a_n,cell23971,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
23971_#295,ERS3961272,SAMEA6161261,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,activated dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#295,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#295,sequencing assay,ERX3640908,ERR3648824,cell23971_295,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,activated dendritic cell,cell23971_295,activated dendritic cell,skin,none,3974,317612.08017441,CF03YBYC,E12,23971_#295,4375STDY7101811,Single cell E12,cDC (CD11c+ HLA-DR+ cells)_NIL,23971,Homo sapiens,House dust mite,537351,317717,59.12652996,0,0.011645636,1657,5.502040456,Skin,Untreated,NIL,cDC (CD11c+ HLA-DR+ cells),-6.496407239,8.544064729,G1,cl1,cl5,cl5_subcl2_2,cl1_subcl2_2,DC6,cDC,1639,cell23971_295,1,442,101,15224,259,2257,78,351,2714,780,375,136,1440,CD1a_n,cell23971,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1
23971_#293,ERS3961270,SAMEA6161259,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#293,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#293,sequencing assay,ERX3640906,ERR3648822,cell23971_293,plasmacytoid dendritic cell,CD123Int BDCA2+,skin,none,activated dendritic cell,cell23971_293,activated dendritic cell,skin,none,4053,453623.518540742,CF03YBYC,E5,23971_#293,4375STDY7101804,Single cell E5,pDC (CD123Int BDCA2+ cells)_NIL,23971,Homo sapiens,House dust mite,680582,454402,66.76667911,0,0.727634489,1463,5.657440184,Skin,Untreated,NIL,pDC (CD123Int BDCA2+ cells),-7.820679031,7.533096755,G1,cl1,cl6,cl6_subcl2_2,cl1_subcl2_1,DC1,pDC_CD123Int,1433,cell23971_293,1,338,6448,1249,124,1134,2498,24424,17655,1110,379,-416,52339,CD1a_n,cell23971,0,0,0,0,2,2,2,2,3,3,3,3,3,2,3,3
23971_#296,ERS3961273,SAMEA6161262,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#296,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#296,sequencing assay,ERX3640909,ERR3648825,cell23971_296,plasmacytoid dendritic cell,CD123Int BDCA2+,skin,none,activated dendritic cell,cell23971_296,activated dendritic cell,skin,none,3487,856776.79761534,CF03YBYC,E7,23971_#296,4375STDY7101806,Single cell E7,pDC (CD123Int BDCA2+ cells)_NIL,23971,Homo sapiens,House dust mite,1016796,856877,84.27226307,1.16703e-4,0.28463855,1207,5.932918082,Skin,Untreated,NIL,pDC (CD123Int BDCA2+ cells),-10.7475053,8.089342641,G2M,cl1,cl6,cl6_subcl2_2,cl1_subcl2_1,DC1,pDC_CD123Int,1192,cell23971_296,1,73,2056,1487,285,909,2402,21628,3423,635,8,-403,42797,CD1a_n,cell23971,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3
23971_#297,ERS3961274,SAMEA6161263,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Int BDCA2+,skin,none,activated dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#297,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#297,sequencing assay,ERX3640910,ERR3648826,cell23971_297,plasmacytoid dendritic cell,CD123Int BDCA2+,skin,none,activated dendritic cell,cell23971_297,activated dendritic cell,skin,none,3338,711310.331750801,CF03YBYC,E8,23971_#297,4375STDY7101807,Single cell E8,pDC (CD123Int BDCA2+ cells)_NIL,23971,Homo sapiens,House dust mite,890043,712365,80.03714427,2.80755e-4,0.135359343,1317,5.852701292,Skin,Untreated,NIL,pDC (CD123Int BDCA2+ cells),-9.644137564,8.19118422,G2M,cl1,cl6,cl6_subcl2_1,cl1_subcl2_2,DC1,pDC_CD123Int,1293,cell23971_297,1,5,7158,1487,37,1940,2582,22560,4673,641,-36,-205,19813,CD1a_n,cell23971,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3
23971_#298,ERS3961275,SAMEA6161264,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,activated dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#298,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#298,sequencing assay,ERX3640911,ERR3648827,cell23971_298,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,activated dendritic cell,cell23971_298,activated dendritic cell,skin,none,3590,800037.84541056,CF03YBYC,E9,23971_#298,4375STDY7101808,Single cell E9,cDC (CD11c+ HLA-DR+ cells)_NIL,23971,Homo sapiens,House dust mite,919738,800231,87.00640835,0.020796496,0.004323296,1623,5.903125016,Skin,Untreated,NIL,cDC (CD11c+ HLA-DR+ cells),-9.213002177,8.460317023,G2M,cl1,cl6,cl6_subcl2_1,cl1_subcl2_2,DC1,cDC,1609,cell23971_298,1,82,3167,674,384,115,61,97,2134,554,137,-12,5243,CD1a_n,cell23971,0,0,0,0,3,3,3,3,2,2,2,2,6,3,3,3
23971_#313,ERS3961293,SAMEA6161282,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,skin,none,plasmacytoid dendritic cell,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#313,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#313,sequencing assay,ERX3640929,ERR3648845,cell23971_313,plasmacytoid dendritic cell,CD123Hi BDCA2+,skin,none,plasmacytoid dendritic cell,cell23971_313,plasmacytoid dendritic cell,skin,none,6208,274248.411838359,CF03YBYC,F1,23971_#313,4375STDY7101824,Single cell F1,pDC (CD123Hi BDCA2+ cells)_NIL,23971,Homo sapiens,House dust mite,571950,275687,48.20124137,0,2.3524e-4,2446,5.440416298,Skin,Untreated,NIL,pDC (CD123Hi BDCA2+ cells),9.398276446,-2.711686782,G2M,cl2,cl1,cl1_subcl2_2,cl2_subcl2_2,DC6,pDC_CD123Hi,2403,cell23971_313,1,179,75,881,695,285,6564,-231,56649,-112,221,-418,2317,CD1a_n,cell23971,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0
23971_#323,ERS3961304,SAMEA6161293,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,monocyte,CF03YBYC,23971,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,23971_#323,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,23971_#323,sequencing assay,ERX3640940,ERR3648856,cell23971_323,conventional dendritic cell,CD11c+ HLA-DR+,skin,none,monocyte,cell23971_323,monocyte,skin,none,6775,56641.743122522,CF03YBYC,F10,23971_#323,4375STDY7101833,Single cell F10,cDC (CD11c+ HLA-DR+ cells)_NIL,23971,Homo sapiens,House dust mite,114545,56821,49.60583177,0.003519825,0.008799873,3166,4.754493581,Skin,Untreated,NIL,cDC (CD11c+ HLA-DR+ cells),1.881669335,8.176287057,S,cl5,cl5,cl5_subcl2_2,cl5_subcl3_3,DC1,cDC,3107,cell23971_323,1,410,977,19981,83,6049,62,1175,4388,734,43,-317,1273,CD1a_n,cell23971,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1
